season,team_id,team_name,seed,seed_region,conference,reg_season_wins,reg_season_losses,reg_season_win_pct,reached_playin,won_playin,reached_r64,reached_r32,reached_s16,reached_e8,reached_f4,reached_f2,won_championship,payout_pct
1985,1449,Washington,5,X,pac_ten,22,9,0.7097,0,0,1,0,0,0,0,0,0,0.0
1985,1208,Georgia,6,W,sec,19,8,0.7037,0,0,1,1,0,0,0,0,0,0.010741
1985,1345,Purdue,6,Z,big_ten,17,8,0.68,0,0,1,0,0,0,0,0,0,0.0
1985,1403,Texas Tech,6,Y,swc,22,7,0.7586,0,0,1,0,0,0,0,0,0,0.0
1985,1409,Tulsa,6,X,mvc,22,7,0.7586,0,0,1,0,0,0,0,0,0,0.0
1985,1104,Alabama,7,X,sec,21,9,0.7,0,0,1,1,1,0,0,0,0,0.025741
1985,1323,Notre Dame,7,Z,ind,20,8,0.7143,0,0,1,1,0,0,0,0,0,0.010741
1985,1393,Syracuse,7,W,big_east,21,8,0.7241,0,0,1,1,0,0,0,0,0,0.010741
1985,1412,UAB,7,Y,sun_belt,22,8,0.7333,0,0,1,1,0,0,0,0,0,0.010741
1985,1234,Iowa,8,X,big_ten,20,10,0.6667,0,0,1,0,0,0,0,0,0,0.0
1985,1396,Temple,8,W,a_ten,24,5,0.8276,0,0,1,1,0,0,0,0,0,0.010741
1985,1425,USC,8,Y,pac_ten,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.0
1985,1437,Villanova,8,Z,big_east,19,10,0.6552,0,0,1,1,1,1,1,1,1,0.188241
1985,1116,Arkansas,9,X,swc,21,12,0.6364,0,0,1,1,0,0,0,0,0,0.010741
1985,1173,Dayton,9,Z,ind,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.0
1985,1229,Illinois St,9,Y,mvc,20,7,0.7407,0,0,1,1,0,0,0,0,0,0.010741
1985,1439,Virginia Tech,9,W,metro,19,8,0.7037,0,0,1,0,0,0,0,0,0,0.0
1985,1112,Arizona,10,X,pac_ten,18,9,0.6667,0,0,1,0,0,0,0,0,0,0.0
1985,1177,DePaul,10,W,ind,18,9,0.6667,0,0,1,0,0,0,0,0,0,0.0
1985,1277,Michigan St,10,Y,big_ten,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.0
1985,1333,Oregon St,10,Z,pac_ten,21,8,0.7241,0,0,1,0,0,0,0,0,0,0.0
1985,1120,Auburn,11,Z,sec,18,11,0.6207,0,0,1,1,1,0,0,0,0,0.025741
1985,1130,Boston College,11,Y,big_east,16,10,0.6154,0,0,1,1,1,0,0,0,0,0.025741
1985,1431,UTEP,11,X,wac,20,9,0.6897,0,0,1,1,0,0,0,0,0,0.010741
1985,1455,Wichita St,11,W,mvc,17,12,0.5862,0,0,1,0,0,0,0,0,0,0.0
1985,1246,Kentucky,12,X,sec,16,12,0.5714,0,0,1,1,1,0,0,0,0,0.025741
1985,1275,Miami OH,12,Z,mac,18,10,0.6429,0,0,1,0,0,0,0,0,0,0.0
1985,1330,Old Dominion,12,W,sun_belt,18,11,0.6207,0,0,1,0,0,0,0,0,0,0.0
1985,1338,Pittsburgh,12,Y,big_east,15,11,0.5769,0,0,1,0,0,0,0,0,0,0.0
1985,1233,Iona,13,W,maac,25,4,0.8621,0,0,1,0,0,0,0,0,0,0.00537
1985,1235,Iowa St,13,Y,big_eight,17,12,0.5862,0,0,1,0,0,0,0,0,0,0.00537
1985,1298,Navy,13,Z,ecacs,23,5,0.8214,0,0,1,1,0,0,0,0,0,0.00537
1985,1361,San Diego St,13,X,wac,23,7,0.7667,0,0,1,0,0,0,0,0,0,0.00537
1985,1305,Nevada,14,X,big_sky,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.00537
1985,1318,Northeastern,14,W,ecacn,20,8,0.7143,0,0,1,0,0,0,0,0,0,0.00537
1985,1325,Ohio,14,Z,mac,20,7,0.7407,0,0,1,0,0,0,0,0,0,0.00537
1985,1337,Pepperdine,14,Y,wcc,20,7,0.7407,0,0,1,0,0,0,0,0,0,0.00537
1985,1267,Marshall,15,X,southern,19,12,0.6129,0,0,1,0,0,0,0,0,0,0.00537
1985,1273,Mercer,15,W,a_sun,20,8,0.7143,0,0,1,0,0,0,0,0,0,0.00537
1985,1292,MTSU,15,Z,ovc,13,13,0.5,0,0,1,0,0,0,0,0,0,0.00537
1985,1335,Penn,15,Y,ivy,13,13,0.5,0,0,1,0,0,0,0,0,0,0.00537
1985,1192,F Dickinson,16,Z,ecacm,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.00537
1985,1250,Lehigh,16,W,ecc,11,18,0.3793,0,0,1,0,0,0,0,0,0,0.00537
1985,1299,NC A&T,16,Y,meac,16,8,0.6667,0,0,1,0,0,0,0,0,0,0.00537
1985,1380,Southern Univ,16,X,swac,18,10,0.6429,0,0,1,0,0,0,0,0,0,0.00537
1986,1181,Duke,1,W,acc,32,2,0.9412,0,0,1,1,1,1,1,1,0,0.1075
1986,1242,Kansas,1,X,big_eight,30,3,0.9091,0,0,1,1,1,1,1,0,0,0.0625
1986,1246,Kentucky,1,Y,sec,28,3,0.9032,0,0,1,1,1,1,0,0,0,0.035
1986,1385,St John's,1,Z,big_east,30,4,0.8824,0,0,1,1,0,0,0,0,0,0.0
1986,1210,Georgia Tech,2,Y,acc,24,6,0.8,0,0,1,1,1,0,0,0,0,0.015
1986,1257,Louisville,2,Z,metro,26,7,0.7879,0,0,1,1,1,1,1,1,1,0.1775
1986,1276,Michigan,2,X,big_ten,25,4,0.8621,0,0,1,1,0,0,0,0,0,0.0
1986,1393,Syracuse,2,W,big_east,24,5,0.8276,0,0,1,1,0,0,0,0,0,0.0
1986,1231,Indiana,3,W,big_ten,21,7,0.75,0,0,1,0,0,0,0,0,0,0.0
1986,1272,Memphis,3,Y,metro,26,5,0.8387,0,0,1,1,0,0,0,0,0,0.0
1986,1314,North Carolina,3,Z,acc,26,5,0.8387,0,0,1,1,1,0,0,0,0,0.015
1986,1323,Notre Dame,3,X,ind,22,5,0.8148,0,0,1,0,0,0,0,0,0,0.0
1986,1207,Georgetown,4,X,big_east,20,7,0.7407,0,0,1,1,0,0,0,0,0,0.010357
1986,1228,Illinois,4,Y,big_ten,20,9,0.6897,0,0,1,1,0,0,0,0,0,0.010357
1986,1328,Oklahoma,4,W,big_eight,22,8,0.7333,0,0,1,1,0,0,0,0,0,0.010357
1986,1424,UNLV,4,Z,pcaa,31,4,0.8857,0,0,1,1,1,0,0,0,0,0.025357
1986,1104,Alabama,5,Y,sec,22,8,0.7333,0,0,1,1,1,0,0,0,0,0.025357
1986,1268,Maryland,5,Z,acc,16,13,0.5517,0,0,1,1,0,0,0,0,0,0.010357
1986,1277,Michigan St,5,X,big_ten,21,7,0.75,0,0,1,1,1,0,0,0,0,0.025357
1986,1438,Virginia,5,W,acc,19,10,0.6552,0,0,1,0,0,0,0,0,0,0.0
1986,1301,NC State,6,X,acc,16,12,0.5714,0,0,1,1,1,1,0,0,0,0.045357
1986,1345,Purdue,6,Y,big_ten,20,9,0.6897,0,0,1,0,0,0,0,0,0,0.0
1986,1386,St Joseph's PA,6,W,a_ten,25,5,0.8333,0,0,1,1,0,0,0,0,0,0.010357
1986,1412,UAB,6,Z,sun_belt,22,10,0.6875,0,0,1,1,0,0,0,0,0,0.010357
1986,1133,Bradley,7,Z,mvc,30,2,0.9375,0,0,1,1,0,0,0,0,0,0.010357
1986,1235,Iowa St,7,X,big_eight,17,10,0.6296,0,0,1,1,1,0,0,0,0,0.025357
1986,1298,Navy,7,W,caa,25,4,0.8621,0,0,1,1,1,1,0,0,0,0.045357
1986,1439,Virginia Tech,7,Y,metro,21,8,0.7241,0,0,1,0,0,0,0,0,0,0.0
1986,1120,Auburn,8,Z,sec,17,10,0.6296,0,0,1,1,1,1,0,0,0,0.045357
1986,1239,Jacksonville,8,X,sun_belt,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.0
1986,1330,Old Dominion,8,W,sun_belt,20,7,0.7407,0,0,1,1,0,0,0,0,0,0.010357
1986,1443,WKU,8,Y,sun_belt,20,7,0.7407,0,0,1,1,0,0,0,0,0,0.010357
1986,1112,Arizona,9,Z,pac_ten,21,8,0.7241,0,0,1,0,0,0,0,0,0,0.0
1986,1304,Nebraska,9,Y,big_eight,17,10,0.6296,0,0,1,0,0,0,0,0,0,0.0
1986,1396,Temple,9,X,a_ten,24,5,0.8276,0,0,1,1,0,0,0,0,0,0.010357
1986,1452,West Virginia,9,W,a_ten,21,10,0.6774,0,0,1,0,0,0,0,0,0,0.0
1986,1275,Miami OH,10,X,mac,22,6,0.7857,0,0,1,0,0,0,0,0,0,0.0
1986,1409,Tulsa,10,W,mvc,21,8,0.7241,0,0,1,0,0,0,0,0,0,0.0
1986,1431,UTEP,10,Z,wac,27,5,0.8438,0,0,1,0,0,0,0,0,0,0.0
1986,1437,Villanova,10,Y,big_east,21,13,0.6176,0,0,1,1,0,0,0,0,0,0.010357
1986,1234,Iowa,11,X,big_ten,16,11,0.5926,0,0,1,0,0,0,0,0,0,0.0
1986,1261,LSU,11,Y,sec,18,11,0.6207,0,0,1,1,1,1,1,0,0,0.072857
1986,1281,Missouri,11,Z,big_eight,19,12,0.6129,0,0,1,0,0,0,0,0,0,0.0
1986,1350,Richmond,11,W,caa,23,6,0.7931,0,0,1,0,0,0,0,0,0,0.0
1986,1177,DePaul,12,W,ind,16,12,0.5714,0,0,1,1,1,0,0,0,0,0.025357
1986,1337,Pepperdine,12,Z,wcc,24,4,0.8571,0,0,1,0,0,0,0,0,0,0.0
1986,1449,Washington,12,X,pac_ten,19,11,0.6333,0,0,1,0,0,0,0,0,0,0.0
1986,1462,Xavier,12,Y,mw_coll,23,4,0.8519,0,0,1,0,0,0,0,0,0,0.0
1986,1193,Fairfield,13,Y,maac,23,6,0.7931,0,0,1,0,0,0,0,0,0,0.005179
1986,1318,Northeastern,13,W,ecacn,25,4,0.8621,0,0,1,0,0,0,0,0,0,0.005179
1986,1403,Texas Tech,13,X,swc,16,13,0.5517,0,0,1,0,0,0,0,0,0,0.005179
1986,1419,ULM,13,Z,southland,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.005179
1986,1114,Ark Little Rock,14,X,a_sun,21,9,0.7,0,0,1,1,0,0,0,0,0,0.005179
1986,1123,Ball St,14,Y,mac,20,9,0.6897,0,0,1,0,0,0,0,0,0,0.005179
1986,1156,Cleveland St,14,W,mid_cont,24,3,0.8889,0,0,1,1,1,0,0,0,0,0.020179
1986,1428,Utah,14,Z,wac,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.005179
1986,1103,Akron,15,X,ovc,18,7,0.72,0,0,1,0,0,0,0,0,0,0.005179
1986,1135,Brown,15,W,ivy,14,10,0.5833,0,0,1,0,0,0,0,0,0,0.005179
1986,1180,Drexel,15,Z,ecc,16,10,0.6154,0,0,1,0,0,0,0,0,0,0.005179
1986,1265,Marist,15,Y,ecacm,17,11,0.6071,0,0,1,0,0,0,0,0,0,0.005179
1986,1172,Davidson,16,Y,southern,16,10,0.6154,0,0,1,0,0,0,0,0,0,0.005179
1986,1286,Montana St,16,Z,big_sky,12,15,0.4444,0,0,1,0,0,0,0,0,0,0.005179
1986,1290,MS Valley St,16,W,swac,18,8,0.6923,0,0,1,0,0,0,0,0,0,0.005179
1986,1299,NC A&T,16,X,meac,18,7,0.72,0,0,1,0,0,0,0,0,0,0.005179
1987,1207,Georgetown,1,X,big_east,22,4,0.8462,0,0,1,1,1,1,0,0,0,0.035
1987,1231,Indiana,1,Y,big_ten,24,4,0.8571,0,0,1,1,1,1,1,1,1,0.1775
1987,1314,North Carolina,1,W,acc,28,3,0.9032,0,0,1,1,1,1,0,0,0,0.035
1987,1424,UNLV,1,Z,pcaa,33,1,0.9706,0,0,1,1,1,1,1,0,0,0.0625
1987,1104,Alabama,2,X,sec,26,4,0.8667,0,0,1,1,1,0,0,0,0,0.015
1987,1234,Iowa,2,Z,big_ten,25,4,0.8621,0,0,1,1,1,1,0,0,0,0.035
1987,1393,Syracuse,2,W,big_east,25,6,0.8065,0,0,1,1,1,1,1,1,0,0.1075
1987,1396,Temple,2,Y,a_ten,31,3,0.9118,0,0,1,1,0,0,0,0,0,0.0
1987,1177,DePaul,3,Y,ind,26,2,0.9286,0,0,1,1,1,0,0,0,0,0.015
1987,1228,Illinois,3,X,big_ten,23,7,0.7667,0,0,1,0,0,0,0,0,0,0.0
1987,1338,Pittsburgh,3,Z,big_east,23,7,0.7667,0,0,1,1,0,0,0,0,0,0.0
1987,1345,Purdue,3,W,big_ten,23,4,0.8519,0,0,1,1,0,0,0,0,0,0.0
1987,1155,Clemson,4,X,acc,23,5,0.8214,0,0,1,0,0,0,0,0,0,0.0
1987,1281,Missouri,4,Y,big_eight,23,9,0.7188,0,0,1,0,0,0,0,0,0,0.0
1987,1395,TCU,4,W,swc,23,6,0.7931,0,0,1,1,0,0,0,0,0,0.011154
1987,1417,UCLA,4,Z,pac_ten,24,6,0.8,0,0,1,1,0,0,0,0,0,0.011154
1987,1181,Duke,5,Y,acc,21,8,0.7241,0,0,1,1,1,0,0,0,0,0.026154
1987,1242,Kansas,5,X,big_eight,22,10,0.6875,0,0,1,1,1,0,0,0,0,0.026154
1987,1323,Notre Dame,5,W,ind,22,7,0.7586,0,0,1,1,1,0,0,0,0,0.026154
1987,1438,Virginia,5,Z,acc,21,9,0.7,0,0,1,0,0,0,0,0,0,0.0
1987,1196,Florida,6,W,sec,21,10,0.6774,0,0,1,1,1,0,0,0,0,0.026154
1987,1328,Oklahoma,6,Z,big_eight,22,9,0.7097,0,0,1,1,1,0,0,0,0,0.026154
1987,1344,Providence,6,X,big_east,21,8,0.7241,0,0,1,1,1,1,1,0,0,0.073654
1987,1385,St John's,6,Y,big_east,20,8,0.7143,0,0,1,1,0,0,0,0,0,0.011154
1987,1210,Georgia Tech,7,Y,acc,16,12,0.5714,0,0,1,0,0,0,0,0,0,0.0
1987,1309,New Orleans,7,X,ind,23,3,0.8846,0,0,1,1,0,0,0,0,0,0.011154
1987,1431,UTEP,7,Z,wac,23,6,0.7931,0,0,1,1,0,0,0,0,0,0.011154
1987,1452,West Virginia,7,W,a_ten,23,7,0.7667,0,0,1,0,0,0,0,0,0,0.0
1987,1120,Auburn,8,Y,sec,17,12,0.5862,0,0,1,1,0,0,0,0,0,0.011154
1987,1208,Georgia,8,Z,sec,16,11,0.5926,0,0,1,0,0,0,0,0,0,0.0
1987,1246,Kentucky,8,X,sec,18,10,0.6429,0,0,1,0,0,0,0,0,0,0.0
1987,1298,Navy,8,W,caa,25,5,0.8333,0,0,1,0,0,0,0,0,0,0.0
1987,1243,Kansas St,9,Z,big_eight,16,10,0.6154,0,0,1,1,0,0,0,0,0,0.011154
1987,1276,Michigan,9,W,big_ten,17,11,0.6071,0,0,1,1,0,0,0,0,0,0.011154
1987,1326,Ohio St,9,X,big_ten,18,12,0.6,0,0,1,1,0,0,0,0,0,0.011154
1987,1360,San Diego,9,Y,wcc,23,5,0.8214,0,0,1,0,0,0,0,0,0,0.0
1987,1112,Arizona,10,Z,pac_ten,17,11,0.6071,0,0,1,0,0,0,0,0,0,0.0
1987,1140,BYU,10,X,wac,21,10,0.6774,0,0,1,0,0,0,0,0,0,0.0
1987,1261,LSU,10,Y,sec,18,14,0.5625,0,0,1,1,1,1,0,0,0,0.046154
1987,1443,WKU,10,W,sun_belt,25,8,0.7576,0,0,1,1,0,0,0,0,0,0.011154
1987,1301,NC State,11,W,acc,20,13,0.6061,0,0,1,0,0,0,0,0,0,0.0
1987,1409,Tulsa,11,Z,mvc,22,7,0.7586,0,0,1,0,0,0,0,0,0,0.0
1987,1412,UAB,11,X,sun_belt,17,10,0.6296,0,0,1,0,0,0,0,0,0,0.0
1987,1455,Wichita St,11,Y,mvc,21,10,0.6774,0,0,1,0,0,0,0,0,0,0.0
1987,1222,Houston,12,X,swc,17,10,0.6296,0,0,1,0,0,0,0,0,0,0.0
1987,1292,MTSU,12,W,ovc,19,6,0.76,0,0,1,0,0,0,0,0,0,0.0
1987,1401,Texas A&M,12,Y,swc,17,13,0.5667,0,0,1,0,0,0,0,0,0,0.0
1987,1461,Wyoming,12,Z,wac,21,9,0.7,0,0,1,1,1,0,0,0,0,0.026154
1987,1141,C Michigan,13,Z,mac,19,7,0.7308,0,0,1,0,0,0,0,0,0,0.005577
1987,1267,Marshall,13,W,southern,25,5,0.8333,0,0,1,0,0,0,0,0,0,0.005577
1987,1283,Missouri St,13,X,mid_cont,23,5,0.8214,0,0,1,1,0,0,0,0,0,0.005577
1987,1462,Xavier,13,Y,mw_coll,14,12,0.5385,0,0,1,1,0,0,0,0,0,0.005577
1987,1122,Austin Peay,14,X,ovc,16,10,0.6154,0,0,1,1,0,0,0,0,0,0.005577
1987,1256,Louisiana Tech,14,Y,southland,20,7,0.7407,0,0,1,0,0,0,0,0,0,0.005577
1987,1265,Marist,14,Z,ecacm,20,9,0.6897,0,0,1,0,0,0,0,0,0,0.005577
1987,1318,Northeastern,14,W,ecacn,24,6,0.8,0,0,1,0,0,0,0,0,0,0.005577
1987,1204,Ga Southern,15,W,a_sun,18,10,0.6429,0,0,1,0,0,0,0,0,0,0.005577
1987,1299,NC A&T,15,X,meac,21,4,0.84,0,0,1,0,0,0,0,0,0,0.005577
1987,1365,Santa Clara,15,Z,wcc,15,13,0.5357,0,0,1,0,0,0,0,0,0,0.005577
1987,1380,Southern Univ,15,Y,swac,16,11,0.5926,0,0,1,0,0,0,0,0,0,0.005577
1987,1137,Bucknell,16,X,ecc,19,8,0.7037,0,0,1,0,0,0,0,0,0,0.005577
1987,1193,Fairfield,16,Y,maac,14,15,0.4828,0,0,1,0,0,0,0,0,0,0.005577
1987,1226,Idaho St,16,Z,big_sky,12,15,0.4444,0,0,1,0,0,0,0,0,0,0.005577
1987,1335,Penn,16,W,ivy,13,13,0.5,0,0,1,0,0,0,0,0,0,0.005577
1988,1112,Arizona,1,Z,pac_ten,31,2,0.9394,0,0,1,1,1,1,1,0,0,0.0625
1988,1328,Oklahoma,1,Y,big_eight,30,3,0.9091,0,0,1,1,1,1,1,1,0,0.1075
1988,1345,Purdue,1,X,big_ten,27,3,0.9,0,0,1,1,1,0,0,0,0,0.015
1988,1396,Temple,1,W,a_ten,29,1,0.9667,0,0,1,1,1,1,0,0,0,0.035
1988,1181,Duke,2,W,acc,24,6,0.8,0,0,1,1,1,1,1,0,0,0.0625
1988,1246,Kentucky,2,Y,sec,24,5,0.8276,0,0,1,1,1,0,0,0,0,0.015
1988,1314,North Carolina,2,Z,acc,24,6,0.8,0,0,1,1,1,1,0,0,0,0.035
1988,1338,Pittsburgh,2,X,big_east,23,6,0.7931,0,0,1,1,0,0,0,0,0,0.0
1988,1228,Illinois,3,Y,big_ten,22,9,0.7097,0,0,1,1,0,0,0,0,0,0.0
1988,1276,Michigan,3,Z,big_ten,23,7,0.7667,0,0,1,1,1,0,0,0,0,0.015
1988,1301,NC State,3,X,acc,23,7,0.7667,0,0,1,0,0,0,0,0,0,0.0
1988,1393,Syracuse,3,W,big_east,24,8,0.75,0,0,1,1,0,0,0,0,0,0.0
1988,1140,BYU,4,Y,wac,25,5,0.8333,0,0,1,1,0,0,0,0,0,0.010741
1988,1231,Indiana,4,W,big_ten,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.0
1988,1243,Kansas St,4,X,big_eight,20,8,0.7143,0,0,1,1,1,1,0,0,0,0.045741
1988,1424,UNLV,4,Z,pcaa,24,5,0.8276,0,0,1,1,0,0,0,0,0,0.010741
1988,1177,DePaul,5,X,ind,21,7,0.75,0,0,1,1,0,0,0,0,0,0.010741
1988,1210,Georgia Tech,5,W,acc,21,9,0.7,0,0,1,1,0,0,0,0,0,0.010741
1988,1234,Iowa,5,Z,big_ten,22,9,0.7097,0,0,1,1,1,0,0,0,0,0.025741
1988,1257,Louisville,5,Y,metro,22,10,0.6875,0,0,1,1,1,0,0,0,0,0.025741
1988,1196,Florida,6,Z,sec,22,11,0.6667,0,0,1,1,0,0,0,0,0,0.010741
1988,1242,Kansas,6,X,big_eight,18,11,0.6207,0,0,1,1,1,1,1,1,1,0.188241
1988,1281,Missouri,6,W,big_eight,19,10,0.6552,0,0,1,0,0,0,0,0,0,0.0
1988,1437,Villanova,6,Y,big_east,21,12,0.6364,0,0,1,1,1,1,0,0,0,0.045741
1988,1268,Maryland,7,Y,acc,16,12,0.5714,0,0,1,1,0,0,0,0,0,0.010741
1988,1374,SMU,7,W,swc,27,6,0.8182,0,0,1,1,0,0,0,0,0,0.010741
1988,1435,Vanderbilt,7,X,sec,18,10,0.6429,0,0,1,1,1,0,0,0,0,0.025741
1988,1461,Wyoming,7,Z,wac,25,5,0.8333,0,0,1,0,0,0,0,0,0,0.0
1988,1120,Auburn,8,Y,sec,17,10,0.6296,0,0,1,1,0,0,0,0,0,0.010741
1988,1124,Baylor,8,X,swc,22,10,0.6875,0,0,1,0,0,0,0,0,0,0.0
1988,1207,Georgetown,8,W,big_east,16,9,0.64,0,0,1,1,0,0,0,0,0,0.010741
1988,1371,Seton Hall,8,Z,big_east,20,12,0.625,0,0,1,1,0,0,0,0,0,0.010741
1988,1133,Bradley,9,Y,mvc,26,4,0.8667,0,0,1,0,0,0,0,0,0,0.0
1988,1261,LSU,9,W,sec,16,13,0.5517,0,0,1,0,0,0,0,0,0,0.0
1988,1272,Memphis,9,X,metro,19,11,0.6333,0,0,1,1,0,0,0,0,0,0.010741
1988,1431,UTEP,9,Z,wac,21,9,0.7,0,0,1,0,0,0,0,0,0,0.0
1988,1258,Loy Marymount,10,Z,wcc,24,3,0.8889,0,0,1,1,0,0,0,0,0,0.010741
1988,1323,Notre Dame,10,W,ind,19,8,0.7037,0,0,1,0,0,0,0,0,0,0.0
1988,1364,UC Santa Barbara,10,Y,pcaa,21,7,0.75,0,0,1,0,0,0,0,0,0,0.0
1988,1429,Utah St,10,X,pcaa,21,9,0.7,0,0,1,0,0,0,0,0,0,0.0
1988,1116,Arkansas,11,Y,swc,21,8,0.7241,0,0,1,0,0,0,0,0,0,0.0
1988,1348,Rhode Island,11,W,a_ten,25,6,0.8065,0,0,1,1,1,0,0,0,0,0.025741
1988,1385,St John's,11,Z,big_east,17,11,0.6071,0,0,1,0,0,0,0,0,0,0.0
1988,1462,Xavier,11,X,mw_coll,24,3,0.8889,0,0,1,0,0,0,0,0,0,0.0
1988,1199,Florida St,12,Z,metro,19,10,0.6552,0,0,1,0,0,0,0,0,0,0.0
1988,1235,Iowa St,12,W,big_eight,19,11,0.6333,0,0,1,0,0,0,0,0,0,0.0
1988,1333,Oregon St,12,Y,pac_ten,20,10,0.6667,0,0,1,0,0,0,0,0,0,0.0
1988,1455,Wichita St,12,X,mvc,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.0
1988,1150,Charlotte,13,Y,sun_belt,21,7,0.75,0,0,1,0,0,0,0,0,0,0.00537
1988,1247,La Salle,13,X,maac,23,9,0.7188,0,0,1,0,0,0,0,0,0,0.00537
1988,1283,Missouri St,13,Z,mid_cont,20,6,0.7692,0,0,1,0,0,0,0,0,0,0.00537
1988,1350,Richmond,13,W,caa,24,6,0.8,0,0,1,1,1,0,0,0,0,0.02037
1988,1129,Boise St,14,Z,big_sky,22,5,0.8148,0,0,1,0,0,0,0,0,0,0.00537
1988,1293,Murray St,14,X,ovc,18,8,0.6923,0,0,1,1,0,0,0,0,0,0.00537
1988,1299,NC A&T,14,W,meac,22,2,0.9167,0,0,1,0,0,0,0,0,0,0.00537
1988,1427,UT San Antonio,14,Y,a_sun,19,8,0.7037,0,0,1,0,0,0,0,0,0,0.00537
1988,1131,Boston Univ,15,W,ecacn,23,7,0.7667,0,0,1,0,0,0,0,0,0,0.00537
1988,1185,E Michigan,15,X,mac,19,7,0.7308,0,0,1,0,0,0,0,0,0,0.00537
1988,1317,North Texas,15,Z,southland,17,12,0.5862,0,0,1,0,0,0,0,0,0,0.00537
1988,1380,Southern Univ,15,Y,swac,21,6,0.7778,0,0,1,0,0,0,0,0,0,0.00537
1988,1151,Chattanooga,16,Y,southern,17,12,0.5862,0,0,1,0,0,0,0,0,0,0.00537
1988,1165,Cornell,16,Z,ivy,16,9,0.64,0,0,1,0,0,0,0,0,0,0.00537
1988,1192,F Dickinson,16,X,ecacm,21,6,0.7778,0,0,1,0,0,0,0,0,0,0.00537
1988,1250,Lehigh,16,W,ecc,19,9,0.6786,0,0,1,0,0,0,0,0,0,0.00537
1989,1112,Arizona,1,X,pac_ten,27,3,0.9,0,0,1,1,1,0,0,0,0,0.015
1989,1207,Georgetown,1,W,big_east,22,4,0.8462,0,0,1,1,1,1,0,0,0,0.035
1989,1228,Illinois,1,Y,big_ten,26,4,0.8667,0,0,1,1,1,1,1,0,0,0.0625
1989,1328,Oklahoma,1,Z,big_eight,28,5,0.8485,0,0,1,1,1,0,0,0,0,0.015
1989,1181,Duke,2,W,acc,24,7,0.7742,0,0,1,1,1,1,1,0,0,0.0625
1989,1231,Indiana,2,X,big_ten,25,7,0.7812,0,0,1,1,1,0,0,0,0,0.015
1989,1314,North Carolina,2,Z,acc,27,7,0.7941,0,0,1,1,1,0,0,0,0,0.015
1989,1393,Syracuse,2,Y,big_east,26,7,0.7879,0,0,1,1,1,1,0,0,0,0.035
1989,1276,Michigan,3,Z,big_ten,21,6,0.7778,0,0,1,1,1,1,1,1,1,0.1775
1989,1281,Missouri,3,Y,big_eight,26,7,0.7879,0,0,1,1,1,0,0,0,0,0.015
1989,1371,Seton Hall,3,X,big_east,25,6,0.8065,0,0,1,1,1,1,1,1,0,0.1075
