season,team_id,team_name,reached_playin,won_playin,reached_r64,reached_r32,reached_s16,reached_e8,reached_f4,reached_f2,won_championship
1985,1439,Virginia Tech,0,0,1,0,0,0,0,0,0
1985,1449,Washington,0,0,1,0,0,0,0,0,0
1985,1455,Wichita St,0,0,1,0,0,0,0,0,0
1986,1103,Akron,0,0,1,0,0,0,0,0,0
1986,1104,Alabama,0,0,1,1,1,0,0,0,0
1986,1112,Arizona,0,0,1,0,0,0,0,0,0
1986,1114,Ark Little Rock,0,0,1,1,0,0,0,0,0
1986,1120,Auburn,0,0,1,1,1,1,0,0,0
1986,1123,Ball St,0,0,1,0,0,0,0,0,0
1986,1133,Bradley,0,0,1,1,0,0,0,0,0
1986,1135,Brown,0,0,1,0,0,0,0,0,0
1986,1156,Cleveland St,0,0,1,1,1,0,0,0,0
1986,1172,Davidson,0,0,1,0,0,0,0,0,0
1986,1177,DePaul,0,0,1,1,1,0,0,0,0
1986,1180,Drexel,0,0,1,0,0,0,0,0,0
1986,1181,Duke,0,0,1,1,1,1,1,1,0
1986,1193,Fairfield,0,0,1,0,0,0,0,0,0
1986,1207,Georgetown,0,0,1,1,0,0,0,0,0
1986,1210,Georgia Tech,0,0,1,1,1,0,0,0,0
1986,1228,Illinois,0,0,1,1,0,0,0,0,0
1986,1231,Indiana,0,0,1,0,0,0,0,0,0
1986,1234,Iowa,0,0,1,0,0,0,0,0,0
1986,1235,Iowa St,0,0,1,1,1,0,0,0,0
1986,1239,Jacksonville,0,0,1,0,0,0,0,0,0
1986,1242,Kansas,0,0,1,1,1,1,1,0,0
1986,1246,Kentucky,0,0,1,1,1,1,0,0,0
1986,1257,Louisville,0,0,1,1,1,1,1,1,1
1986,1261,LSU,0,0,1,1,1,1,1,0,0
1986,1265,Marist,0,0,1,0,0,0,0,0,0
1986,1268,Maryland,0,0,1,1,0,0,0,0,0
1986,1272,Memphis,0,0,1,1,0,0,0,0,0
1986,1275,Miami OH,0,0,1,0,0,0,0,0,0
1986,1276,Michigan,0,0,1,1,0,0,0,0,0
1986,1277,Michigan St,0,0,1,1,1,0,0,0,0
1986,1281,Missouri,0,0,1,0,0,0,0,0,0
1986,1286,Montana St,0,0,1,0,0,0,0,0,0
1986,1290,MS Valley St,0,0,1,0,0,0,0,0,0
1986,1298,Navy,0,0,1,1,1,1,0,0,0
1986,1299,NC A&T,0,0,1,0,0,0,0,0,0
1986,1301,NC State,0,0,1,1,1,1,0,0,0
1986,1304,Nebraska,0,0,1,0,0,0,0,0,0
1986,1314,North Carolina,0,0,1,1,1,0,0,0,0
1986,1318,Northeastern,0,0,1,0,0,0,0,0,0
1986,1323,Notre Dame,0,0,1,0,0,0,0,0,0
1986,1328,Oklahoma,0,0,1,1,0,0,0,0,0
1986,1330,Old Dominion,0,0,1,1,0,0,0,0,0
1986,1337,Pepperdine,0,0,1,0,0,0,0,0,0
1986,1345,Purdue,0,0,1,0,0,0,0,0,0
1986,1350,Richmond,0,0,1,0,0,0,0,0,0
1986,1385,St John's,0,0,1,1,0,0,0,0,0
1986,1386,St Joseph's PA,0,0,1,1,0,0,0,0,0
1986,1393,Syracuse,0,0,1,1,0,0,0,0,0
1986,1396,Temple,0,0,1,1,0,0,0,0,0
1986,1403,Texas Tech,0,0,1,0,0,0,0,0,0
1986,1409,Tulsa,0,0,1,0,0,0,0,0,0
1986,1412,UAB,0,0,1,1,0,0,0,0,0
1986,1419,ULM,0,0,1,0,0,0,0,0,0
1986,1424,UNLV,0,0,1,1,1,0,0,0,0
1986,1428,Utah,0,0,1,0,0,0,0,0,0
1986,1431,UTEP,0,0,1,0,0,0,0,0,0
1986,1437,Villanova,0,0,1,1,0,0,0,0,0
1986,1438,Virginia,0,0,1,0,0,0,0,0,0
1986,1439,Virginia Tech,0,0,1,0,0,0,0,0,0
1986,1443,WKU,0,0,1,1,0,0,0,0,0
1986,1449,Washington,0,0,1,0,0,0,0,0,0
1986,1452,West Virginia,0,0,1,0,0,0,0,0,0
1986,1462,Xavier,0,0,1,0,0,0,0,0,0
1987,1104,Alabama,0,0,1,1,1,0,0,0,0
1987,1112,Arizona,0,0,1,0,0,0,0,0,0
1987,1120,Auburn,0,0,1,1,0,0,0,0,0
1987,1122,Austin Peay,0,0,1,1,0,0,0,0,0
1987,1137,Bucknell,0,0,1,0,0,0,0,0,0
1987,1140,BYU,0,0,1,0,0,0,0,0,0
1987,1141,C Michigan,0,0,1,0,0,0,0,0,0
1987,1155,Clemson,0,0,1,0,0,0,0,0,0
1987,1177,DePaul,0,0,1,1,1,0,0,0,0
1987,1181,Duke,0,0,1,1,1,0,0,0,0
1987,1193,Fairfield,0,0,1,0,0,0,0,0,0
1987,1196,Florida,0,0,1,1,1,0,0,0,0
1987,1204,Ga Southern,0,0,1,0,0,0,0,0,0
1987,1207,Georgetown,0,0,1,1,1,1,0,0,0
1987,1208,Georgia,0,0,1,0,0,0,0,0,0
1987,1210,Georgia Tech,0,0,1,0,0,0,0,0,0
1987,1222,Houston,0,0,1,0,0,0,0,0,0
1987,1226,Idaho St,0,0,1,0,0,0,0,0,0
1987,1228,Illinois,0,0,1,0,0,0,0,0,0
1987,1231,Indiana,0,0,1,1,1,1,1,1,1
1987,1234,Iowa,0,0,1,1,1,1,0,0,0
1987,1242,Kansas,0,0,1,1,1,0,0,0,0
1987,1243,Kansas St,0,0,1,1,0,0,0,0,0
1987,1246,Kentucky,0,0,1,0,0,0,0,0,0
1987,1256,Louisiana Tech,0,0,1,0,0,0,0,0,0
1987,1261,LSU,0,0,1,1,1,1,0,0,0
1987,1265,Marist,0,0,1,0,0,0,0,0,0
1987,1267,Marshall,0,0,1,0,0,0,0,0,0
1987,1276,Michigan,0,0,1,1,0,0,0,0,0
1987,1281,Missouri,0,0,1,0,0,0,0,0,0
1987,1283,Missouri St,0,0,1,1,0,0,0,0,0
1987,1292,MTSU,0,0,1,0,0,0,0,0,0
1987,1298,Navy,0,0,1,0,0,0,0,0,0
1987,1299,NC A&T,0,0,1,0,0,0,0,0,0
1987,1301,NC State,0,0,1,0,0,0,0,0,0
1987,1309,New Orleans,0,0,1,1,0,0,0,0,0
1987,1314,North Carolina,0,0,1,1,1,1,0,0,0
1987,1318,Northeastern,0,0,1,0,0,0,0,0,0
1987,1323,Notre Dame,0,0,1,1,1,0,0,0,0
1987,1326,Ohio St,0,0,1,1,0,0,0,0,0
1987,1328,Oklahoma,0,0,1,1,1,0,0,0,0
1987,1335,Penn,0,0,1,0,0,0,0,0,0
1987,1338,Pittsburgh,0,0,1,1,0,0,0,0,0
1987,1344,Providence,0,0,1,1,1,1,1,0,0
1987,1345,Purdue,0,0,1,1,0,0,0,0,0
1987,1360,San Diego,0,0,1,0,0,0,0,0,0
1987,1365,Santa Clara,0,0,1,0,0,0,0,0,0
1987,1380,Southern Univ,0,0,1,0,0,0,0,0,0
1987,1385,St John's,0,0,1,1,0,0,0,0,0
1987,1393,Syracuse,0,0,1,1,1,1,1,1,0
1987,1395,TCU,0,0,1,1,0,0,0,0,0
1987,1396,Temple,0,0,1,1,0,0,0,0,0
1987,1401,Texas A&M,0,0,1,0,0,0,0,0,0
1987,1409,Tulsa,0,0,1,0,0,0,0,0,0
1987,1412,UAB,0,0,1,0,0,0,0,0,0
1987,1417,UCLA,0,0,1,1,0,0,0,0,0
1987,1424,UNLV,0,0,1,1,1,1,1,0,0
1987,1431,UTEP,0,0,1,1,0,0,0,0,0
1987,1438,Virginia,0,0,1,0,0,0,0,0,0
1987,1443,WKU,0,0,1,1,0,0,0,0,0
1987,1452,West Virginia,0,0,1,0,0,0,0,0,0
1987,1455,Wichita St,0,0,1,0,0,0,0,0,0
1987,1461,Wyoming,0,0,1,1,1,0,0,0,0
1987,1462,Xavier,0,0,1,1,0,0,0,0,0
1988,1112,Arizona,0,0,1,1,1,1,1,0,0
1988,1116,Arkansas,0,0,1,0,0,0,0,0,0
1988,1120,Auburn,0,0,1,1,0,0,0,0,0
1988,1124,Baylor,0,0,1,0,0,0,0,0,0
1988,1129,Boise St,0,0,1,0,0,0,0,0,0
1988,1131,Boston Univ,0,0,1,0,0,0,0,0,0
1988,1133,Bradley,0,0,1,0,0,0,0,0,0
1988,1140,BYU,0,0,1,1,0,0,0,0,0
1988,1150,Charlotte,0,0,1,0,0,0,0,0,0
1988,1151,Chattanooga,0,0,1,0,0,0,0,0,0
1988,1165,Cornell,0,0,1,0,0,0,0,0,0
1988,1177,DePaul,0,0,1,1,0,0,0,0,0
1988,1181,Duke,0,0,1,1,1,1,1,0,0
1988,1185,E Michigan,0,0,1,0,0,0,0,0,0
1988,1192,F Dickinson,0,0,1,0,0,0,0,0,0
1988,1196,Florida,0,0,1,1,0,0,0,0,0
1988,1199,Florida St,0,0,1,0,0,0,0,0,0
1988,1207,Georgetown,0,0,1,1,0,0,0,0,0
1988,1210,Georgia Tech,0,0,1,1,0,0,0,0,0
1988,1228,Illinois,0,0,1,1,0,0,0,0,0
1988,1231,Indiana,0,0,1,0,0,0,0,0,0
1988,1234,Iowa,0,0,1,1,1,0,0,0,0
1988,1235,Iowa St,0,0,1,0,0,0,0,0,0
1988,1242,Kansas,0,0,1,1,1,1,1,1,1
1988,1243,Kansas St,0,0,1,1,1,1,0,0,0
1988,1246,Kentucky,0,0,1,1,1,0,0,0,0
1988,1247,La Salle,0,0,1,0,0,0,0,0,0
1988,1250,Lehigh,0,0,1,0,0,0,0,0,0
1988,1257,Louisville,0,0,1,1,1,0,0,0,0
1988,1258,Loy Marymount,0,0,1,1,0,0,0,0,0
1988,1261,LSU,0,0,1,0,0,0,0,0,0
1988,1268,Maryland,0,0,1,1,0,0,0,0,0
1988,1272,Memphis,0,0,1,1,0,0,0,0,0
1988,1276,Michigan,0,0,1,1,1,0,0,0,0
1988,1281,Missouri,0,0,1,0,0,0,0,0,0
1988,1283,Missouri St,0,0,1,0,0,0,0,0,0
1988,1293,Murray St,0,0,1,1,0,0,0,0,0
1988,1299,NC A&T,0,0,1,0,0,0,0,0,0
1988,1301,NC State,0,0,1,0,0,0,0,0,0
1988,1314,North Carolina,0,0,1,1,1,1,0,0,0
1988,1317,North Texas,0,0,1,0,0,0,0,0,0
1988,1323,Notre Dame,0,0,1,0,0,0,0,0,0
1988,1328,Oklahoma,0,0,1,1,1,1,1,1,0
1988,1333,Oregon St,0,0,1,0,0,0,0,0,0
1988,1338,Pittsburgh,0,0,1,1,0,0,0,0,0
1988,1345,Purdue,0,0,1,1,1,0,0,0,0
1988,1348,Rhode Island,0,0,1,1,1,0,0,0,0
1988,1350,Richmond,0,0,1,1,1,0,0,0,0
1988,1364,UC Santa Barbara,0,0,1,0,0,0,0,0,0
1988,1371,Seton Hall,0,0,1,1,0,0,0,0,0
1988,1374,SMU,0,0,1,1,0,0,0,0,0
1988,1380,Southern Univ,0,0,1,0,0,0,0,0,0
1988,1385,St John's,0,0,1,0,0,0,0,0,0
1988,1393,Syracuse,0,0,1,1,0,0,0,0,0
1988,1396,Temple,0,0,1,1,1,1,0,0,0
1988,1424,UNLV,0,0,1,1,0,0,0,0,0
1988,1427,UT San Antonio,0,0,1,0,0,0,0,0,0
1988,1429,Utah St,0,0,1,0,0,0,0,0,0
1988,1431,UTEP,0,0,1,0,0,0,0,0,0
1988,1435,Vanderbilt,0,0,1,1,1,0,0,0,0
1988,1437,Villanova,0,0,1,1,1,1,0,0,0
1988,1455,Wichita St,0,0,1,0,0,0,0,0,0
1988,1461,Wyoming,0,0,1,0,0,0,0,0,0
1988,1462,Xavier,0,0,1,0,0,0,0,0,0
1989,1104,Alabama,0,0,1,0,0,0,0,0,0
1989,1112,Arizona,0,0,1,1,1,0,0,0,0
1989,1114,Ark Little Rock,0,0,1,0,0,0,0,0,0
1989,1116,Arkansas,0,0,1,1,0,0,0,0,0
1989,1123,Ball St,0,0,1,1,0,0,0,0,0
1989,1137,Bucknell,0,0,1,0,0,0,0,0,0
1989,1155,Clemson,0,0,1,1,0,0,0,0,0
1989,1161,Colorado St,0,0,1,1,0,0,0,0,0
1989,1166,Creighton,0,0,1,0,0,0,0,0,0
1989,1177,DePaul,0,0,1,1,0,0,0,0,0
1989,1181,Duke,0,0,1,1,1,1,1,0,0
1989,1190,ETSU,0,0,1,0,0,0,0,0,0
1989,1191,Evansville,0,0,1,1,0,0,0,0,0
1989,1196,Florida,0,0,1,0,0,0,0,0,0
1989,1199,Florida St,0,0,1,0,0,0,0,0,0
1989,1206,George Mason,0,0,1,0,0,0,0,0,0
1989,1207,Georgetown,0,0,1,1,1,1,0,0,0
1989,1210,Georgia Tech,0,0,1,0,0,0,0,0,0
1989,1225,Idaho,0,0,1,0,0,0,0,0,0
1989,1228,Illinois,0,0,1,1,1,1,1,0,0
1989,1231,Indiana,0,0,1,1,1,0,0,0,0
1989,1234,Iowa,0,0,1,1,0,0,0,0,0
1989,1235,Iowa St,0,0,1,0,0,0,0,0,0
1989,1243,Kansas St,0,0,1,0,0,0,0,0,0
1989,1247,La Salle,0,0,1,0,0,0,0,0,0
1989,1256,Louisiana Tech,0,0,1,1,0,0,0,0,0
1989,1257,Louisville,0,0,1,1,1,0,0,0,0
1989,1258,Loy Marymount,0,0,1,0,0,0,0,0,0
1989,1261,LSU,0,0,1,0,0,0,0,0,0
1989,1270,McNeese St,0,0,1,0,0,0,0,0,0
1989,1272,Memphis,0,0,1,0,0,0,0,0,0
1989,1276,Michigan,0,0,1,1,1,1,1,1,1
1989,1278,Minnesota,0,0,1,1,1,0,0,0,0
1989,1281,Missouri,0,0,1,1,1,0,0,0,0
1989,1283,Missouri St,0,0,1,0,0,0,0,0,0
1989,1292,MTSU,0,0,1,1,0,0,0,0,0
1989,1301,NC State,0,0,1,1,1,0,0,0,0
1989,1314,North Carolina,0,0,1,1,1,0,0,0,0
1989,1323,Notre Dame,0,0,1,1,0,0,0,0,0
1989,1328,Oklahoma,0,0,1,1,1,0,0,0,0
1989,1333,Oregon St,0,0,1,0,0,0,0,0,0
1989,1338,Pittsburgh,0,0,1,0,0,0,0,0,0
1989,1343,Princeton,0,0,1,0,0,0,0,0,0
1989,1344,Providence,0,0,1,0,0,0,0,0,0
1989,1352,Robert Morris,0,0,1,0,0,0,0,0,0
1989,1353,Rutgers,0,0,1,0,0,0,0,0,0
1989,1354,S Carolina St,0,0,1,0,0,0,0,0,0
1989,1371,Seton Hall,0,0,1,1,1,1,1,1,0
1989,1373,Siena,0,0,1,1,0,0,0,0,0
1989,1375,South Alabama,0,0,1,1,0,0,0,0,0
1989,1376,South Carolina,0,0,1,0,0,0,0,0,0
1989,1380,Southern Univ,0,0,1,0,0,0,0,0,0
1989,1388,St Mary's CA,0,0,1,0,0,0,0,0,0
1989,1390,Stanford,0,0,1,0,0,0,0,0,0
1989,1393,Syracuse,0,0,1,1,1,1,0,0,0
1989,1397,Tennessee,0,0,1,0,0,0,0,0,0
1989,1400,Texas,0,0,1,1,0,0,0,0,0
1989,1417,UCLA,0,0,1,1,0,0,0,0,0
1989,1424,UNLV,0,0,1,1,1,1,0,0,0
1989,1431,UTEP,0,0,1,1,0,0,0,0,0
1989,1435,Vanderbilt,0,0,1,0,0,0,0,0,0
1989,1438,Virginia,0,0,1,1,1,1,0,0,0
1989,1452,West Virginia,0,0,1,1,0,0,0,0,0
1989,1462,Xavier,0,0,1,0,0,0,0,0,0
1990,1104,Alabama,0,0,1,1,1,0,0,0,0
1990,1112,Arizona,0,0,1,1,0,0,0,0,0
1990,1114,Ark Little Rock,0,0,1,0,0,0,0,0,0
1990,1116,Arkansas,0,0,1,1,1,1,1,0,0
1990,1123,Ball St,0,0,1,1,1,0,0,0,0
1990,1131,Boston Univ,0,0,1,0,0,0,0,0,0
1990,1140,BYU,0,0,1,0,0,0,0,0,0
1990,1143,California,0,0,1,1,0,0,0,0,0
1990,1155,Clemson,0,0,1,1,1,0,0,0,0
1990,1161,Colorado St,0,0,1,0,0,0,0,0,0
1990,1163,Connecticut,0,0,1,1,1,1,0,0,0
1990,1164,Coppin St,0,0,1,0,0,0,0,0,0
1990,1173,Dayton,0,0,1,1,0,0,0,0,0
1990,1181,Duke,0,0,1,1,1,1,1,1,0
1990,1190,ETSU,0,0,1,0,0,0,0,0,0
1990,1207,Georgetown,0,0,1,1,0,0,0,0,0
1990,1208,Georgia,0,0,1,0,0,0,0,0,0
1990,1210,Georgia Tech,0,0,1,1,1,1,1,0,0
1990,1222,Houston,0,0,1,0,0,0,0,0,0
1990,1225,Idaho,0,0,1,0,0,0,0,0,0
1990,1228,Illinois,0,0,1,0,0,0,0,0,0
1990,1229,Illinois St,0,0,1,0,0,0,0,0,0
1990,1231,Indiana,0,0,1,0,0,0,0,0,0
1990,1242,Kansas,0,0,1,1,0,0,0,0,0
1990,1243,Kansas St,0,0,1,0,0,0,0,0,0
1990,1247,La Salle,0,0,1,1,0,0,0,0,0
1990,1257,Louisville,0,0,1,1,0,0,0,0,0
1990,1258,Loy Marymount,0,0,1,1,1,1,0,0,0
1990,1261,LSU,0,0,1,1,0,0,0,0,0
1990,1276,Michigan,0,0,1,1,0,0,0,0,0
1990,1277,Michigan St,0,0,1,1,1,0,0,0,0
1990,1278,Minnesota,0,0,1,1,1,1,0,0,0
1990,1281,Missouri,0,0,1,0,0,0,0,0,0
1990,1283,Missouri St,0,0,1,0,0,0,0,0,0
1990,1293,Murray St,0,0,1,0,0,0,0,0,0
1990,1308,New Mexico St,0,0,1,0,0,0,0,0,0
1990,1314,North Carolina,0,0,1,1,1,0,0,0,0
1990,1320,Northern Iowa,0,0,1,1,0,0,0,0,0
1990,1323,Notre Dame,0,0,1,0,0,0,0,0,0
1990,1326,Ohio St,0,0,1,1,0,0,0,0,0
1990,1328,Oklahoma,0,0,1,1,0,0,0,0,0
1990,1333,Oregon St,0,0,1,0,0,0,0,0,0
1990,1343,Princeton,0,0,1,0,0,0,0,0,0
1990,1344,Providence,0,0,1,0,0,0,0,0,0
1990,1345,Purdue,0,0,1,1,0,0,0,0,0
1990,1350,Richmond,0,0,1,0,0,0,0,0,0
1990,1352,Robert Morris,0,0,1,0,0,0,0,0,0
1990,1364,UC Santa Barbara,0,0,1,1,0,0,0,0,0
1990,1378,South Florida,0,0,1,0,0,0,0,0,0
1990,1379,Southern Miss,0,0,1,0,0,0,0,0,0
1990,1385,St John's,0,0,1,1,0,0,0,0,0
1990,1393,Syracuse,0,0,1,1,1,0,0,0,0
1990,1396,Temple,0,0,1,0,0,0,0,0,0
1990,1400,Texas,0,0,1,1,1,1,0,0,0
1990,1406,Towson,0,0,1,0,0,0,0,0,0
1990,1411,TX Southern,0,0,1,0,0,0,0,0,0
1990,1412,UAB,0,0,1,0,0,0,0,0,0
1990,1417,UCLA,0,0,1,1,1,0,0,0,0
1990,1419,ULM,0,0,1,0,0,0,0,0,0
1990,1424,UNLV,0,0,1,1,1,1,1,1,1
1990,1431,UTEP,0,0,1,0,0,0,0,0,0
1990,1437,Villanova,0,0,1,0,0,0,0,0,0
1990,1438,Virginia,0,0,1,1,0,0,0,0,0
1990,1462,Xavier,0,0,1,1,1,0,0,0,0
1991,1104,Alabama,0,0,1,1,1,0,0,0,0
1991,1112,Arizona,0,0,1,1,1,0,0,0,0
1991,1113,Arizona St,0,0,1,1,0,0,0,0,0
1991,1116,Arkansas,0,0,1,1,1,1,0,0,0
1991,1140,BYU,0,0,1,1,0,0,0,0,0
1991,1157,Coastal Car,0,0,1,0,0,0,0,0,0
1991,1163,Connecticut,0,0,1,1,1,0,0,0,0
1991,1166,Creighton,0,0,1,1,0,0,0,0,0
1991,1177,DePaul,0,0,1,0,0,0,0,0,0
1991,1181,Duke,0,0,1,1,1,1,1,1,1
1991,1185,E Michigan,0,0,1,1,1,0,0,0,0
1991,1190,ETSU,0,0,1,0,0,0,0,0,0
1991,1199,Florida St,0,0,1,1,0,0,0,0,0
1991,1207,Georgetown,0,0,1,1,0,0,0,0,0
1991,1208,Georgia,0,0,1,0,0,0,0,0,0
1991,1209,Georgia St,0,0,1,0,0,0,0,0,0
1991,1210,Georgia Tech,0,0,1,1,0,0,0,0,0
1991,1231,Indiana,0,0,1,1,1,0,0,0,0
1991,1234,Iowa,0,0,1,1,0,0,0,0,0
1991,1242,Kansas,0,0,1,1,1,1,1,1,0
1991,1256,Louisiana Tech,0,0,1,0,0,0,0,0,0
1991,1261,LSU,0,0,1,0,0,0,0,0,0
1991,1277,Michigan St,0,0,1,1,0,0,0,0,0
1991,1280,Mississippi St,0,0,1,0,0,0,0,0,0
1991,1285,Montana,0,0,1,0,0,0,0,0,0
1991,1293,Murray St,0,0,1,0,0,0,0,0,0
1991,1296,N Illinois,0,0,1,0,0,0,0,0,0
1991,1301,NC State,0,0,1,1,0,0,0,0,0
1991,1304,Nebraska,0,0,1,0,0,0,0,0,0
1991,1307,New Mexico,0,0,1,0,0,0,0,0,0
1991,1308,New Mexico St,0,0,1,0,0,0,0,0,0
1991,1309,New Orleans,0,0,1,0,0,0,0,0,0
1991,1314,North Carolina,0,0,1,1,1,1,1,0,0
1991,1318,Northeastern,0,0,1,0,0,0,0,0,0
1991,1326,Ohio St,0,0,1,1,1,0,0,0,0
1991,1329,Oklahoma St,0,0,1,1,1,0,0,0,0
1991,1336,Penn St,0,0,1,1,0,0,0,0,0
1991,1337,Pepperdine,0,0,1,0,0,0,0,0,0
1991,1338,Pittsburgh,0,0,1,1,0,0,0,0,0
1991,1343,Princeton,0,0,1,0,0,0,0,0,0
1991,1345,Purdue,0,0,1,0,0,0,0,0,0
1991,1350,Richmond,0,0,1,1,0,0,0,0,0
1991,1353,Rutgers,0,0,1,0,0,0,0,0,0
1991,1371,Seton Hall,0,0,1,1,1,1,0,0,0
1991,1375,South Alabama,0,0,1,0,0,0,0,0,0
1991,1379,Southern Miss,0,0,1,0,0,0,0,0,0
1991,1384,St Francis PA,0,0,1,0,0,0,0,0,0
1991,1385,St John's,0,0,1,1,1,1,0,0,0
1991,1389,St Peter's,0,0,1,0,0,0,0,0,0
1991,1393,Syracuse,0,0,1,0,0,0,0,0,0
1991,1396,Temple,0,0,1,1,1,1,0,0,0
1991,1400,Texas,0,0,1,1,0,0,0,0,0
1991,1406,Towson,0,0,1,0,0,0,0,0,0
1991,1417,UCLA,0,0,1,0,0,0,0,0,0
1991,1419,ULM,0,0,1,0,0,0,0,0,0
1991,1424,UNLV,0,0,1,1,1,1,1,0,0
1991,1425,USC,0,0,1,0,0,0,0,0,0
1991,1428,Utah,0,0,1,1,1,0,0,0,0
1991,1435,Vanderbilt,0,0,1,0,0,0,0,0,0
1991,1437,Villanova,0,0,1,1,0,0,0,0,0
1991,1438,Virginia,0,0,1,0,0,0,0,0,0
1991,1448,Wake Forest,0,0,1,1,0,0,0,0,0
1991,1453,WI Green Bay,0,0,1,0,0,0,0,0,0
1991,1462,Xavier,0,0,1,1,0,0,0,0,0
1992,1104,Alabama,0,0,1,1,0,0,0,0,0
1992,1112,Arizona,0,0,1,0,0,0,0,0,0
1992,1116,Arkansas,0,0,1,1,0,0,0,0,0
1992,1140,BYU,0,0,1,0,0,0,0,0,0
1992,1144,Campbell,0,0,1,0,0,0,0,0,0
1992,1150,Charlotte,0,0,1,0,0,0,0,0,0
1992,1153,Cincinnati,0,0,1,1,1,1,1,0,0
1992,1163,Connecticut,0,0,1,1,0,0,0,0,0
1992,1174,Delaware,0,0,1,0,0,0,0,0,0
1992,1177,DePaul,0,0,1,0,0,0,0,0,0
1992,1181,Duke,0,0,1,1,1,1,1,1,1
1992,1183,E Illinois,0,0,1,0,0,0,0,0,0
1992,1190,ETSU,0,0,1,1,0,0,0,0,0
1992,1191,Evansville,0,0,1,0,0,0,0,0,0
1992,1199,Florida St,0,0,1,1,1,0,0,0,0
1992,1200,Fordham,0,0,1,0,0,0,0,0,0
1992,1204,Ga Southern,0,0,1,0,0,0,0,0,0
1992,1207,Georgetown,0,0,1,1,0,0,0,0,0
1992,1210,Georgia Tech,0,0,1,1,1,0,0,0,0
1992,1222,Houston,0,0,1,0,0,0,0,0,0
1992,1224,Howard,0,0,1,0,0,0,0,0,0
